baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCC9	46.2208179626317	3.54087029363707	0.418960056227986	8.45157012226059	2.87411119783052e-17	2.00439966537339e-16
ABCD1	605.992722287213	-1.03997312193479	0.100387642874726	-10.3595730724804	3.78648312600092e-25	3.7705400391546e-24
ABCD2	0.800596302545086	3.13223045263845	2.36672898214979	1.32344280915229	0.185688163423492	0.26669974494745
ABCD3	729.345820379156	-0.0146174014844757	0.0984746574336357	-0.1484382059854	0.881996950017693	0.914996448857214
ABCD4	234.301312441213	0.0122387975406642	0.151281016313635	0.0809010795861577	0.935520621396085	0.955847689535695
ABCE1	1751.19776772523	-0.517738387405428	0.0721481365390823	-7.17604656531873	7.17561232515101e-13	3.93313556281795e-12
ABCF1	2101.97310555777	-0.653655049903433	0.066498584101357	-9.82960853583188	8.39444384885689e-23	7.64436273937239e-22
ABCF2	1225.73492546284	-0.56949866190296	0.0791961921386667	-7.19098540629087	6.43253583512483e-13	3.53426857876589e-12
ABCF3	889.500469758874	-0.669157943155302	0.0860060492295467	-7.78035904624972	7.23190027425164e-15	4.47492959640303e-14
ABCG1	2.91512565725583	-1.88399235985125	1.28382625013797	-1.46748234790243	0.142244887737606	0.212857754219427
ABCG2	62.6207730561467	0.0368892478724123	0.260329546947087	0.141702116816998	0.887315302837647	0.91926848548831
ABCG4	6.72342571532311	1.20858895435964	0.814299400373333	1.48420710343829	0.137753985883534	0.207101019068804
ABCG5	0.206523860503845	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ABCG8	0	NA	NA	NA	NA	NA
ABHD1	0.305208844632139	1.75275149279659	4.04817170668428	0.432973603837622	0.665033946381611	NA
ABHD10	536.926478603018	-0.80534387722733	0.103536229155623	-7.77837751862523	7.34605758516432e-15	4.54381915710048e-14
ABHD11	89.5953489850995	-0.953924933422966	0.224259409561665	-4.25366737247502	2.10297618203498e-05	6.14798454089922e-05
ABHD11-AS1	2.11792665741274	3.45172493926595	1.7024833168875	2.02746476574962	0.0426149042712682	0.0734075503953016
ABHD12	785.354644279451	0.991699665136266	0.0929740671245313	10.6664115683781	1.46162562983973e-26	1.5383418441808e-25
ABHD12B	1.63792476420441	0.512588190685308	1.54063624555038	0.332712015679074	0.739351678621401	0.805845726573323
ABHD13	345.312137766508	-0.399324040947204	0.119314413168069	-3.34682148069325	0.000817438342485267	0.00193409495716464
ABHD14A	77.6220116849706	0.218737469859528	0.241742971575464	0.904834868347953	0.365552876265494	0.46791000924082
ABHD14A-ACY1	27.5136791494733	-1.35095049868414	1.47934442205043	-0.913208904260222	0.361132681758941	0.463284603386031
ABHD14B	231.708518076371	-0.329235912955925	0.147846808826712	-2.22687196002867	0.0259558323274267	0.0469752076850862
ABHD15	269.23338499937	0.0336278898888829	0.134531809038111	0.249962370455871	0.802616449060954	0.854813094953527
ABHD16A	487.716634998982	-0.0470171256179946	0.107439248113058	-0.437615921962881	0.66166472729767	0.74044144209485
ABHD16B	80.6236552772391	-1.1848006024852	0.243275527840234	-4.87020052121024	1.11485053199485e-06	3.73599213493254e-06
ABHD17A	1419.07537345829	-0.277132204068745	0.073579070960371	-3.76645424373468	0.00016558241337781	0.000432780167713626
ABHD17B	229.868602777883	-0.305125275484855	0.148996260963546	-2.04787203055725	0.0405725400951161	0.0702581662334076
ABHD17C	204.846981146077	1.79591009276402	0.158327983341625	11.3429733320672	8.03666550159905e-30	9.63800556276778e-29
ABHD2	970.671111002561	-0.23728427001492	0.0961353745694633	-2.46823056629866	0.0135782828657183	0.0260486633718815
ABHD3	86.2746386655993	0.444665664636634	0.230731205439289	1.92720210424088	0.0539544478454017	0.090592548574833
ABHD4	534.627592600586	1.80612335164041	0.114583763744641	15.7624718600229	5.63838243294737e-56	1.40583668661488e-54
ABHD5	719.667409442402	0.0262437655639042	0.0957782019731023	0.274005619475654	0.784080303157129	0.841199428643959
ABHD6	211.722997925178	-0.351904347439918	0.153962115457311	-2.28565544448817	0.0222744237863873	0.0409157376736357
ABHD8	216.621356451514	0.68622527530612	0.150130839097494	4.57084819768767	4.85754074100691e-06	1.52427258920728e-05
ABI1	845.752006510611	-0.429206828146215	0.0936009207810341	-4.58549792635355	4.52905770261717e-06	1.42536802296457e-05
ABI2	1137.53144228973	-0.108207564835269	0.0915461337679921	-1.18200037927874	0.237205550364994	0.327473573780567
ABI3	12.2321169439413	-0.502646558524356	0.609212872469527	-0.825075406707691	0.409328781141712	0.513040718441354
ABI3BP	56.8306391539765	3.86269136141014	0.397930343003951	9.70695356441262	2.81628717624242e-22	2.51899501492384e-21
ABL1	2293.12586494918	0.441214781086004	0.0688942371893525	6.40423349014441	1.51126685152595e-10	7.07339741159496e-10
ABL2	1239.93845969265	-1.18148725313235	0.0971813733221385	-12.1575484348831	5.23048888939066e-34	7.30179881242887e-33
ABLIM1	283.628898784042	0.204002842939693	0.132891077945074	1.53511316255567	0.124756033636485	0.189867183963466
ABLIM2	2.68392493979467	-2.02422976475164	1.3753111155584	-1.47183407583365	0.141065689291708	0.211250434415611
ABLIM3	2575.56938459163	-1.492512773655	0.0720733735455448	-20.7082407862017	2.9192421548265e-95	1.45798920291676e-93
ABO	0	NA	NA	NA	NA	NA
ABR	2346.18502363639	-0.792595719001069	0.064282632893941	-12.32985774414	6.2557065451859e-35	9.07162061854641e-34
ABRA	0	NA	NA	NA	NA	NA
ABRACL	692.12243337301	-0.438894609066255	0.103445309536377	-4.24276954685816	2.20778120631841e-05	6.43566020663635e-05
ABT1	447.617551859756	-0.538797048656149	0.115547100819725	-4.6630079407771	3.11620723935774e-06	9.97508853967978e-06
ABTB1	227.693391640227	0.014159109897497	0.146414993489198	0.0967053275082903	0.92296040892408	0.947287593102116
ABTB2	175.139671475731	-1.51733170418654	0.173500860688792	-8.74538430623797	2.22257859111289e-18	1.64111611121568e-17
ACAA1	608.767289474341	-0.371145168017842	0.0969016068570333	-3.83012397890804	0.000128078712343885	0.000339838616055825
ACAA2	617.635034898822	1.01760164294457	0.0992957840463287	10.2481857887319	1.20585560481564e-24	1.17459538683496e-23
ACACA	1248.90238855035	-0.365957291462063	0.078868704069848	-4.64008247349877	3.48270157792863e-06	1.10864621489011e-05
ACACB	106.266361444059	-0.497449187230158	0.222387931070127	-2.23685334377833	0.0252959267651221	0.0458997059953395
ACAD10	167.865206201529	0.499006746884226	0.163815039100198	3.04615955668764	0.00231784799144057	0.00509787081487244
ACAD11	333.282822645655	-0.294362102454281	0.139265900968679	-2.11366960904869	0.0345434959441536	0.0608598271005564
ACAD8	296.195502590986	-0.856303031175486	0.14359934175359	-5.9631403648414	2.47435690667068e-09	1.05887726910798e-08
ACAD9	473.216222315503	0.0268674706965276	0.111702249825452	0.240527569843143	0.809921292841078	0.86105336361937
ACADL	0	NA	NA	NA	NA	NA
ACADM	546.950204566436	-0.100374483444586	0.100973434443356	-0.994068231886219	0.320189650220441	0.419118505196576
ACADS	35.041423356388	1.6218576640258	0.368905779274176	4.39640080244015	1.10060624068528e-05	3.32393419017852e-05
ACADSB	209.543023364214	0.921299237089716	0.151395561062914	6.08537813540557	1.16216693043513e-09	5.10794440427923e-09
ACADVL	3635.92316282659	-0.580289372351634	0.0811682270591675	-7.1492182763661	8.72734622108637e-13	4.74807787305517e-12
ACAN	0.485053074671412	-2.41210316434626	3.07807615054737	-0.783639860215064	0.43325145999502	NA
ACAP1	4.37757762683118	-0.561891066834211	0.971280231159582	-0.578505614351264	0.562922808018276	0.65754699473168
ACAP2	1686.58777371536	-0.136863610736063	0.0786053972143949	-1.74114775303241	0.0816576826985478	0.130876903842739
ACAP3	819.035753396778	0.0693845787647004	0.138597987621252	0.500617505026901	0.616640340377991	0.702771593363961
ACAT1	654.541281366039	0.461434239997994	0.097731723802686	4.72143764628157	2.34183426926082e-06	7.59148936066367e-06
ACAT2	629.630638948758	-0.044760450138367	0.138199829890789	-0.3238820928632	0.746027301695598	0.811307213001664
ACBD3	2010.92318898793	-0.367383952022165	0.0671058173903946	-5.47469602947944	4.38263249008571e-08	1.68173456706176e-07
ACBD4	38.2360217824965	0.9810130753145	0.346081218174719	2.83463251917715	0.00458784256279355	0.00960949258854467
ACBD5	505.867983212078	0.142450388777166	0.108788828396005	1.30942111315538	0.190391743522126	0.272409254388152
ACBD6	658.465892216384	0.285149237996733	0.0923080227606708	3.08910568625271	0.00200760008209897	0.00446497365790562
ACBD7	15.4084316868778	3.05569683694374	0.646514686214378	4.7264151953549	2.285181639298e-06	7.41531297885199e-06
ACCS	23.0668830956456	-0.0770448566703819	0.418007709344044	-0.18431443953817	0.85376678687034	0.893549229887336
ACCSL	0	NA	NA	NA	NA	NA
ACD	157.347525527025	-0.123009689081478	0.167798007595673	-0.733081940864775	0.463508453942009	0.565116874225326
ACE	99.6428285441415	-1.89463010574172	0.241788111827431	-7.8359109197807	4.65455790581416e-15	2.91263035958379e-14
ACE2	0.15260442231607	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ACER1	0.165778393114169	-0.966205354590972	4.0804728567969	-0.236787595090003	0.812821575607245	NA
ACER2	40.9497620210764	-0.794625638978507	0.32631403081055	-2.43515621134859	0.0148853620071301	0.0283331035387226
ACER3	265.759860659238	-0.340110361116502	0.1345161315047	-2.52839832153973	0.0114584270904083	0.0223173579348367
ACHE	3.74544130981957	-1.47132976995988	1.09747043244439	-1.34065549873886	0.180032329243582	0.259922786506445
ACIN1	1704.34040343056	0.228303469352982	0.0881303498172476	2.59052040331629	0.00958309406095816	0.0189773819342851
ACKR1	0	NA	NA	NA	NA	NA
ACKR2	0.636765630860476	-0.0877862838811603	2.85229807661877	-0.0307773877494689	0.97544707383742	NA
ACKR3	3.11381457705483	1.08644441269814	1.14665105172624	0.9474934951331	0.343387369344121	0.44374091392464
ACKR4	9.5602410892842	3.11413265620522	0.848248492890001	3.67125044407129	0.000241366681449619	0.000617803433244114
ACLY	6880.80467922965	-0.677339842215394	0.0698989746980343	-9.69026863614985	3.31655174750885e-22	2.95658454564508e-21
ACMSD	0	NA	NA	NA	NA	NA
ACO1	3330.66857666931	-0.225769083326027	0.0634415704405226	-3.55869316850674	0.000372704628417644	0.000927836822428101
ACO2	1328.80877406594	-0.409196727297223	0.0775973771875173	-5.27333193631509	1.33968937031298e-07	4.91219435781427e-07
ACOT1	110.358239281496	0.833147775925925	0.211007213737762	3.9484326680952	7.86645343398716e-05	0.000215223382316062
ACOT11	37.1754269374561	-0.881761026273096	0.358559985810141	-2.45917297291503	0.0139257504943316	0.0266516624360159
ACOT12	0.894363347957232	1.96084411293701	2.23639565555122	0.876787659674518	0.380601983063129	0.48393746771199
ACOT13	391.139524382829	0.677726433435085	0.11795843252849	5.74546828834301	9.16669363697536e-09	3.72269613812721e-08
ACOT2	442.031161661054	0.869263403640117	0.109512272460391	7.93758894880495	2.06149201489597e-15	1.31265885326416e-14
ACOT4	8.69244233414054	1.17429059378713	0.702804251337657	1.67086438585437	0.0947484674481618	0.149021501564923
ACOT6	0	NA	NA	NA	NA	NA
ACOT7	870.265495210016	-0.680150976687697	0.090310363953849	-7.53126160620139	5.02523917329671e-14	2.94087580893697e-13
ACOT8	320.705966804791	-0.327578468919554	0.12770865964197	-2.56504507868078	0.0103162401288516	0.0202769217492291
ACOT9	808.44491822941	-0.412812655065351	0.0925267236534973	-4.46155055280343	8.13687453250904e-06	2.49489449441011e-05
ACOX1	732.319811613861	-0.83970246163688	0.0903679723014296	-9.29203610805812	1.51364561687388e-20	1.24323027633124e-19
ACOX2	6.49978745903461	1.99866589129312	0.865291283391034	2.30981858901947	0.0208981997090263	0.0385760302047991
ACOX3	324.079039114459	0.631892085996155	0.12200295166041	5.17931801973938	2.22698539020405e-07	7.98893130610341e-07
ACOXL	0.15260442231607	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ACP1	1284.8429718877	0.00106460697544949	0.0767224901467868	0.013876074322049	0.988928849818269	0.992446412653816
ACP2	516.773864815666	0.404024811872534	0.101998800636931	3.96107414351543	7.46133581177681e-05	0.000204766306370181
ACP5	12.2227999719	-5.19779528157911	1.15764440815439	-4.48997571703893	7.12312935781036e-06	2.19831445657851e-05
ACP6	141.479905952199	-0.753916905940437	0.191698056885836	-3.93283540891302	8.39497217582467e-05	0.000228865812055624
ACPP	92.8203714112336	-2.6119631718546	0.260891975259041	-10.0116654383914	1.3545280423042e-23	1.27165907626013e-22
ACPT	0	NA	NA	NA	NA	NA
ACR	0.350057799043091	-1.92374035599488	3.51040959326843	-0.548010226408865	0.583684880980429	NA
ACRBP	0.144431798704551	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ACRC	16.1468085362438	-0.0623785475763337	0.50418314601037	-0.123722000764878	0.901535391405249	0.930177501569046
ACRV1	0.503560081524465	2.44928744630322	2.82214801501921	0.867880576521266	0.385459713159822	NA
ACSBG1	4.60209123002683	0.0825847769084619	0.987089591271129	0.0836649252902292	0.933322844899501	0.954572500106447
ACSBG2	0.184279405928922	-0.966205354590972	4.0804728567969	-0.236787595090003	0.812821575607245	NA
ACSF2	142.697970164986	0.65735408397493	0.181223769935565	3.62730608798534	0.000286393711478422	0.00072497775350165
ACSF3	205.937424223199	0.0430902230314635	0.149623990821398	0.287990066264836	0.773354342668711	0.832651677443559
ACSL1	534.169942624701	-0.281320747712114	0.104560982619676	-2.69049449100314	0.00713462130044677	0.0144325760696585
ACSL3	2056.40086452719	-0.0324184217975121	0.0731004336678696	-0.443477831401173	0.657420150538439	0.736614705006561
ACSL4	2821.10038721366	-0.302249082271023	0.067202575088496	-4.49758185416266	6.87307032435417e-06	2.12603802570232e-05
ACSL5	106.405458565501	-0.42495324182041	0.216277814356022	-1.96484897485084	0.0494317198793185	0.0837771018125409
ACSL6	0.144431798704551	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ACSM1	0	NA	NA	NA	NA	NA
ACSM2A	0	NA	NA	NA	NA	NA
ACSM2B	0	NA	NA	NA	NA	NA
ACSM3	1.88415699514739	3.26921394448406	1.7878472286224	1.82857567030663	0.0674632001970013	0.110629467275229
ACSM4	1.03789129245818	-3.49450140112388	2.34170197623345	-1.49229126361531	0.135622806020123	0.204317186549472
ACSM5	0	NA	NA	NA	NA	NA
ACSM6	0	NA	NA	NA	NA	NA
ACSS1	63.8011312221911	1.60492893657487	0.279867865931039	5.73459525707153	9.77454780910496e-09	3.9585564811389e-08
ACSS2	434.054812959705	0.461049736967595	0.113077831679954	4.07727783702566	4.55660327075472e-05	0.000128470010168789
ACSS3	108.645248325414	0.607834622928842	0.20157180889246	3.01547436751499	0.00256577624727054	0.00560027329107015
ACTA1	0.585899818429723	2.70338681181494	2.86265974185623	0.94436190661695	0.344984740716054	NA
ACTA2	9218.71856430453	3.22931109867259	0.0640370603852079	50.4287841953866	0	0
ACTA2-AS1	22.4333682591098	4.18818936777935	0.688839899031185	6.08006210684051	1.20136005555439e-09	5.27012340791755e-09
ACTB	88119.57431685	0.541169806294125	0.0618137560309503	8.75484424572356	2.04385541055612e-18	1.51262230614651e-17
ACTBL2	0.765805870822103	0.524642358911353	2.32497554031877	0.225655001445487	0.821469758988054	0.869422616916478
ACTC1	0.433295396113653	2.26647397960448	3.51268118662508	0.645226213023352	0.518780601463362	NA
ACTG1	45467.9594638143	-0.0992304619622805	0.0642111745521449	-1.54537683906867	0.122255139181532	0.186396202912154
ACTG1P17	0.302991256687314	-0.00443462154271091	3.7498265961513	-0.00118262043030535	0.99905640563732	NA
ACTG1P20	259.179359982599	-0.289260090927601	0.139299381246028	-2.07653536103449	0.0378444641775212	0.066074766355759
ACTG1P4	0.144431798704551	0.957347997051518	4.0804728567969	0.234616925696945	0.814506071389839	NA
ACTG2	8402.24578250031	3.02485306881249	0.069442889398207	43.5588595898861	0	0
ACTL10	15.6460911910471	-0.212228931568246	0.529496436449311	-0.400812766543639	0.688557978846729	0.763471415872386
ACTL6A	493.994580986266	-0.0578640477127928	0.102328118291883	-0.565475537698639	0.571750358362884	0.664754862868125
ACTL6B	0	NA	NA	NA	NA	NA
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0	NA	NA	NA	NA	NA
ACTL8	0	NA	NA	NA	NA	NA
ACTL9	0	NA	NA	NA	NA	NA
ACTN1	15689.9564795743	0.434206112483117	0.0654296202924356	6.6362315804745	3.21804126760069e-11	1.5778213312669e-10
ACTN1-AS1	0.31021019181872	-0.00443480466699857	3.71708246600698	-0.00119308751085165	0.999048054121247	NA
ACTN2	0	NA	NA	NA	NA	NA
ACTN3	1.66238680672416	1.94983611580799	1.69823093156386	1.14815722618621	0.250903663558835	0.342736151987869
ACTN4	9446.71089368183	0.982119191717858	0.0724944176263156	13.5475147449332	8.19582847765885e-42	1.43578772960468e-40
ACTR10	1086.03015909233	0.276855598706988	0.09076416282675	3.05027436032708	0.00228632404133906	0.00503404480186402
ACTR1A	2963.56740817866	-0.374287428701259	0.0611497703555227	-6.12083130525535	9.30884161636164e-10	4.12069339043016e-09
ACTR1B	740.254558863974	0.240427876315799	0.0980799560325648	2.45134567796882	0.0142323200184666	0.0272060109992844
ACTR2	10666.4760777	-0.301993941787012	0.0534624032312116	-5.64871617313877	1.6165048812433e-08	6.44757725698282e-08
ACTR3	10021.0910180174	-0.532370962717169	0.0535092870502286	-9.94913204912334	2.54392194951419e-23	2.36618581793448e-22
ACTR3B	49.4194069075432	-0.662534118049121	0.307243575776797	-2.15638070340137	0.0310539501890232	0.0553423788718828
ACTR3BP2	0	NA	NA	NA	NA	NA
ACTR3BP5	0	NA	NA	NA	NA	NA
ACTR3C	1.2034746204723	2.54606715748062	2.17086033938026	1.17283784281004	0.240860839382261	0.331325294580919
ACTR5	67.7418650675455	-0.149390314159352	0.256414445182847	-0.582612707536124	0.560154048934241	0.654965640174529
ACTR6	286.456613559813	-0.441541172577909	0.127994379378285	-3.44969189055516	0.000561226702341014	0.00135948905362979
ACTR8	411.729847256657	-0.0709416956935221	0.110390525829871	-0.642642972847637	0.52045579231095	0.619630593125903
ACTRT1	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	49.4114327687295	-0.544859988637735	0.303077316205272	-1.79775905191369	0.0722151989579356	0.117463824177356
ACVR1	963.567428133847	0.547353438946012	0.0925328483719013	5.91523387182603	3.31404347134266e-09	1.3977562839269e-08
ACVR1B	482.777113709479	-0.620829429076383	0.108626405450156	-5.71527177488402	1.09528831044945e-08	4.42018233592171e-08
ACVR1C	1.91659920919552	-1.34616934748456	1.54149068077693	-0.873290616850229	0.382504693632976	0.486087750533822
ACVR2A	121.157182349756	0.735202487757216	0.203917774326042	3.60538697613337	0.000311688123853894	0.000784685098280891
ACVR2B	111.305183336626	-0.237624373484685	0.210708938513259	-1.12773750919794	0.259430791622236	0.352509643664776
ACVR2B-AS1	1.7855278393339	1.32999314058767	1.63825527196085	0.811835104913644	0.416886255671034	0.520040704599873
ACVRL1	563.872633894136	-2.02478258602908	0.124805537661542	-16.2234995655406	3.44021971847967e-59	9.23632946787815e-58
ACY1	152.092818684256	-0.486971203203765	0.201117267394843	-2.42132965265345	0.015463846849847	0.0293196869888281
ACY3	0	NA	NA	NA	NA	NA
ACYP1	48.0534065660003	-1.0092462563302	0.304226508792162	-3.31741721106784	0.00090853836676919	0.00213612777988043
ACYP2	111.098534170966	0.174438588429268	0.197212107375898	0.884522713895948	0.37641410656675	0.479598452052486
ADA	75.5429904068572	-0.568638972400534	0.263319085612626	-2.15950534340329	0.0308109832343833	0.0549581003078252
ADAD1	0	NA	NA	NA	NA	NA
ADAD2	0	NA	NA	NA	NA	NA
ADAL	63.4886234037554	0.901430283938374	0.285448430106367	3.15794444412419	0.00158885834483535	0.00359431986237757
